Date,Open,High,Low,Close,Adj Close,Volume
2021-06-09,32.5,32.75,28.6200008392334,30.520000457763672,30.520000457763672,29495300
2021-06-10,31.131999969482422,31.489999771118164,28.899999618530273,29.899999618530273,29.899999618530273,6395300
2021-06-11,30.889999389648438,31.979999542236328,30.200000762939453,31.5,31.5,3558600
2021-06-14,31.559999465942383,32.540000915527344,31.079999923706055,32.0,32.0,2916800
2021-06-15,32.27000045776367,32.27000045776367,30.299999237060547,31.989999771118164,31.989999771118164,5372500
2021-06-16,31.56999969482422,31.68000030517578,29.520000457763672,29.969999313354492,29.969999313354492,1573500
2021-06-17,30.142000198364258,30.850000381469727,29.020000457763672,29.700000762939453,29.700000762939453,1521500
2021-06-18,29.5,30.299999237060547,29.3700008392334,30.200000762939453,30.200000762939453,1133600
2021-06-21,30.489999771118164,30.559999465942383,29.739999771118164,30.0,30.0,1520400
2021-06-22,29.8700008392334,30.18000030517578,28.8799991607666,29.200000762939453,29.200000762939453,936800
2021-06-23,29.350000381469727,29.559999465942383,29.040000915527344,29.25,29.25,557400
2021-06-24,29.450000762939453,30.270000457763672,29.139999389648438,30.079999923706055,30.079999923706055,2232600
2021-06-25,30.190000534057617,30.190000534057617,28.15999984741211,28.5,28.5,1453500
2021-06-28,29.06399917602539,29.06399917602539,27.329999923706055,28.1200008392334,28.1200008392334,1193100
2021-06-29,28.309999465942383,28.389999389648438,27.520000457763672,28.149999618530273,28.149999618530273,1067700
2021-06-30,28.229999542236328,30.3799991607666,27.719999313354492,28.06999969482422,28.06999969482422,1638100
2021-07-01,27.8700008392334,29.899999618530273,27.860000610351562,28.100000381469727,28.100000381469727,2507800
2021-07-02,28.68000030517578,29.829999923706055,28.400999069213867,29.690000534057617,29.690000534057617,1223700
2021-07-06,29.639999389648438,29.68000030517578,28.149999618530273,28.700000762939453,28.700000762939453,1114600
2021-07-07,29.0,29.202999114990234,27.399999618530273,27.90999984741211,27.90999984741211,891200
2021-07-08,27.25,27.780000686645508,25.700000762939453,27.030000686645508,27.030000686645508,2536300
2021-07-09,27.100000381469727,27.3700008392334,26.75,26.780000686645508,26.780000686645508,1413700
2021-07-12,26.940000534057617,27.0,25.579999923706055,25.639999389648438,25.639999389648438,1219900
2021-07-13,25.5,27.450000762939453,23.829999923706055,26.389999389648438,26.389999389648438,3629000
2021-07-14,26.389999389648438,26.389999389648438,24.010000228881836,25.09000015258789,25.09000015258789,2142900
2021-07-15,25.0,26.299999237060547,24.540000915527344,25.940000534057617,25.940000534057617,1323400
2021-07-16,25.899999618530273,26.670000076293945,25.799999237060547,26.530000686645508,26.530000686645508,633300
2021-07-19,25.75,27.18000030517578,25.1200008392334,26.18000030517578,26.18000030517578,691800
2021-07-20,26.3700008392334,26.75200080871582,25.829999923706055,26.06999969482422,26.06999969482422,786600
2021-07-21,26.06999969482422,26.6299991607666,26.06999969482422,26.600000381469727,26.600000381469727,396500
2021-07-22,26.549999237060547,26.989999771118164,26.360000610351562,26.790000915527344,26.790000915527344,452500
2021-07-23,26.790000915527344,26.924999237060547,26.299999237060547,26.770000457763672,26.770000457763672,491300
2021-07-26,26.700000762939453,26.790000915527344,25.719999313354492,26.0,26.0,400600
2021-07-27,26.0,26.59000015258789,25.399999618530273,26.559999465942383,26.559999465942383,1218900
2021-07-28,26.729999542236328,27.68000030517578,26.6200008392334,27.190000534057617,27.190000534057617,1002300
2021-07-29,27.520000457763672,28.229999542236328,27.3700008392334,27.68000030517578,27.68000030517578,974600
2021-07-30,27.739999771118164,27.959999084472656,25.81999969482422,26.829999923706055,26.829999923706055,1918400
2021-08-02,27.0,27.520000457763672,26.440000534057617,27.18000030517578,27.18000030517578,1427000
2021-08-03,27.18000030517578,27.43000030517578,26.399999618530273,26.600000381469727,26.600000381469727,1414100
2021-08-04,26.65999984741211,28.75200080871582,26.18000030517578,27.84000015258789,27.84000015258789,963800
2021-08-05,27.989999771118164,28.049999237060547,27.40999984741211,27.540000915527344,27.540000915527344,260800
2021-08-06,27.729999542236328,27.799999237060547,27.15999984741211,27.280000686645508,27.280000686645508,238000
2021-08-09,28.309999465942383,30.350000381469727,27.850000381469727,30.170000076293945,30.170000076293945,1634100
2021-08-10,30.059999465942383,30.75,29.190000534057617,30.110000610351562,30.110000610351562,821400
2021-08-11,30.260000228881836,31.450000762939453,29.899999618530273,30.06999969482422,30.06999969482422,1728600
2021-08-12,28.350000381469727,28.5,25.280000686645508,27.510000228881836,27.510000228881836,7148400
2021-08-13,27.8799991607666,28.420000076293945,26.399999618530273,26.610000610351562,26.610000610351562,2012500
2021-08-16,26.899999618530273,26.985000610351562,24.549999237060547,24.81999969482422,24.81999969482422,1590400
2021-08-17,24.81999969482422,25.479999542236328,24.329999923706055,25.15999984741211,25.15999984741211,1160700
2021-08-18,25.3700008392334,25.920000076293945,25.1299991607666,25.350000381469727,25.350000381469727,849000
2021-08-19,25.070999145507812,25.190000534057617,23.959999084472656,24.299999237060547,24.299999237060547,1317600
2021-08-20,23.799999237060547,24.860000610351562,23.75200080871582,24.709999084472656,24.709999084472656,625300
2021-08-23,25.0,25.309999465942383,24.81999969482422,24.8799991607666,24.8799991607666,600700
2021-08-24,25.059999465942383,26.239999771118164,25.0,25.8700008392334,25.8700008392334,581600
2021-08-25,26.100000381469727,26.100000381469727,25.6299991607666,25.940000534057617,25.940000534057617,385000
2021-08-26,25.959999084472656,25.9950008392334,24.31999969482422,24.510000228881836,24.510000228881836,1274000
2021-08-27,24.579999923706055,25.90999984741211,24.559999465942383,25.81999969482422,25.81999969482422,730600
